Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
2017-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;1497916800
2017-08-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1501718400
2017-09-29;Hors Vacances;Hors Vacances;Hors Vacances;;1506643200
2017-11-26;Hors Vacances;Hors Vacances;Hors Vacances;;1511654400
2017-12-30;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1514592000
2018-01-04;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1515024000
2018-01-05;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1515110400
2018-01-07;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1515283200
2018-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;1516320000
2018-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;1517356800
2018-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;1517529600
2018-02-09;Hors Vacances;Hors Vacances;Hors Vacances;;1518134400
2018-02-26;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1519603200
2018-03-16;Hors Vacances;Hors Vacances;Hors Vacances;;1521158400
2018-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;1522540800
2018-04-18;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1524009600
2018-05-11;Hors Vacances;Hors Vacances;Hors Vacances;;1525996800
2018-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1528329600
2018-06-12;Hors Vacances;Hors Vacances;Hors Vacances;;1528761600
2018-06-18;Hors Vacances;Hors Vacances;Hors Vacances;;1529280000
2018-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1531094400
2018-09-29;Hors Vacances;Hors Vacances;Hors Vacances;;1538179200
2018-11-04;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1541289600
2019-01-16;Hors Vacances;Hors Vacances;Hors Vacances;;1547596800
2019-02-13;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1550016000
2019-03-01;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1551398400
2019-04-21;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;1555804800
2019-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1558828800
2019-07-01;Hors Vacances;Hors Vacances;Hors Vacances;;1561939200
2019-10-12;Hors Vacances;Hors Vacances;Hors Vacances;;1570838400
2019-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1574294400
2019-12-05;Hors Vacances;Hors Vacances;Hors Vacances;;1575504000
2019-12-15;Hors Vacances;Hors Vacances;Hors Vacances;;1576368000
2019-12-20;Hors Vacances;Hors Vacances;Hors Vacances;;1576800000
2020-02-25;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1582588800
2020-03-03;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1583193600
2020-03-04;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1583280000
2020-04-07;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1586217600
2020-05-01;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1588291200
2020-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1590969600
2020-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1591747200
2020-07-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1595548800
2020-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1596499200
2020-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1599264000
2020-10-18;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1602979200
2020-11-19;Hors Vacances;Hors Vacances;Hors Vacances;;1605744000
2020-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1608163200
2021-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;1612224000
2021-02-13;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1613174400
2021-03-17;Hors Vacances;Hors Vacances;Hors Vacances;;1615939200
2021-04-30;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1619740800
2021-05-12;Hors Vacances;Hors Vacances;Hors Vacances;;1620777600
2021-06-14;Hors Vacances;Hors Vacances;Hors Vacances;;1623628800
2021-07-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1627257600
2021-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1629158400
2021-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1630281600
2021-09-20;Hors Vacances;Hors Vacances;Hors Vacances;;1632096000
2021-09-30;Hors Vacances;Hors Vacances;Hors Vacances;;1632960000
2021-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1637452800
2021-12-23;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1640217600
2022-02-16;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1644969600
2022-02-20;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1645315200
2022-04-26;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1650931200
2022-05-22;Hors Vacances;Hors Vacances;Hors Vacances;;1653177600
2022-06-23;Hors Vacances;Hors Vacances;Hors Vacances;;1655942400
2022-08-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1660176000
2022-09-28;Hors Vacances;Hors Vacances;Hors Vacances;;1664323200
2022-10-28;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1666915200
2022-11-20;Hors Vacances;Hors Vacances;Hors Vacances;;1668902400
2023-01-06;Hors Vacances;Hors Vacances;Hors Vacances;;1672963200
2023-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;1674950400
2023-04-02;Hors Vacances;Hors Vacances;Hors Vacances;;1680393600
2023-04-16;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1681603200
2023-04-17;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1681689600
2023-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1685577600
2023-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;1697414400
2023-10-25;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1698192000
2023-12-01;Hors Vacances;Hors Vacances;Hors Vacances;;1701388800
2023-12-28;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1703721600
2024-01-11;Hors Vacances;Hors Vacances;Hors Vacances;;1704931200
2024-02-12;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1707696000
2024-03-10;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1710028800
2024-03-26;Hors Vacances;Hors Vacances;Hors Vacances;;1711411200
2024-04-04;Hors Vacances;Hors Vacances;Hors Vacances;;1712188800
2024-05-21;Hors Vacances;Hors Vacances;Hors Vacances;;1716249600
2024-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;1716508800
2024-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1716681600
2024-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;1717286400
2024-10-21;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1729468800
2024-11-08;Hors Vacances;Hors Vacances;Hors Vacances;;1731024000
2024-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1732233600
2025-01-22;Hors Vacances;Hors Vacances;Hors Vacances;;1737504000
2025-01-23;Hors Vacances;Hors Vacances;Hors Vacances;;1737590400
2025-02-08;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1738972800
2025-02-09;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1739059200
2025-03-05;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1741132800
2025-03-12;Hors Vacances;Hors Vacances;Hors Vacances;;1741737600
2025-04-07;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1743984000
2025-04-20;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;1745107200
2025-05-14;Hors Vacances;Hors Vacances;Hors Vacances;;1747180800
2025-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1754265600
2025-08-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1755561600
2025-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1757030400
2025-09-07;Hors Vacances;Hors Vacances;Hors Vacances;;1757203200
2025-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;1759968000
2025-10-28;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1761609600
2025-11-02;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1762041600
2025-11-06;Hors Vacances;Hors Vacances;Hors Vacances;;1762387200
2025-12-21;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1766275200
2026-01-06;Hors Vacances;Hors Vacances;Hors Vacances;;1767657600
2026-01-25;Hors Vacances;Hors Vacances;Hors Vacances;;1769299200
2026-02-11;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1770768000
2026-03-21;Hors Vacances;Hors Vacances;Hors Vacances;;1774051200
2026-05-01;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1777593600
2026-06-05;Hors Vacances;Hors Vacances;Hors Vacances;;1780617600
2026-07-02;Hors Vacances;Hors Vacances;Hors Vacances;;1782950400
2026-10-01;Hors Vacances;Hors Vacances;Hors Vacances;;1790812800
2026-10-15;Hors Vacances;Hors Vacances;Hors Vacances;;1792022400
2026-12-05;Hors Vacances;Hors Vacances;Hors Vacances;;1796428800
2026-12-08;Hors Vacances;Hors Vacances;Hors Vacances;;1796688000
2026-12-20;Hors Vacances;Hors Vacances;Hors Vacances;;1797724800
2026-12-27;Hors Vacances;Hors Vacances;Hors Vacances;;1798329600
2017-05-21;Hors Vacances;Hors Vacances;Hors Vacances;;1495324800
2017-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;1495584000
2017-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1496275200
2017-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;1498003200
2017-07-02;Hors Vacances;Hors Vacances;Hors Vacances;;1498953600
2017-09-25;Hors Vacances;Hors Vacances;Hors Vacances;;1506297600
2017-10-02;Hors Vacances;Hors Vacances;Hors Vacances;;1506902400
2017-11-06;Hors Vacances;Hors Vacances;Hors Vacances;;1509926400
2017-11-12;Hors Vacances;Hors Vacances;Hors Vacances;;1510444800
2017-11-15;Hors Vacances;Hors Vacances;Hors Vacances;;1510704000
2017-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1514073600
2017-12-31;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1514678400
2018-01-25;Hors Vacances;Hors Vacances;Hors Vacances;;1516838400
2018-02-01;Hors Vacances;Hors Vacances;Hors Vacances;;1517443200
2018-07-02;Hors Vacances;Hors Vacances;Hors Vacances;;1530489600
2018-07-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1531785600
2018-07-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1532563200
2018-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1532822400
2018-08-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1534896000
2018-12-26;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1545782400
2019-02-22;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1550793600
2019-03-05;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1551744000
2019-03-10;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1552176000
2019-03-27;Hors Vacances;Hors Vacances;Hors Vacances;;1553644800
2019-04-03;Hors Vacances;Hors Vacances;Hors Vacances;;1554249600
2019-04-15;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1555286400
2019-04-16;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1555372800
2019-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;1561593600
2019-06-30;Hors Vacances;Hors Vacances;Hors Vacances;;1561852800
2019-07-04;Hors Vacances;Hors Vacances;Hors Vacances;;1562198400
2019-07-12;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1562889600
2019-07-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1564444800
2019-09-15;Hors Vacances;Hors Vacances;Hors Vacances;;1568505600
2019-10-07;Hors Vacances;Hors Vacances;Hors Vacances;;1570406400
2019-10-19;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1571443200
2019-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1574380800
2019-12-02;Hors Vacances;Hors Vacances;Hors Vacances;;1575244800
2020-05-09;Hors Vacances;Hors Vacances;Hors Vacances;;1588982400
2020-05-27;Hors Vacances;Hors Vacances;Hors Vacances;;1590537600
2020-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1591488000
2020-06-09;Hors Vacances;Hors Vacances;Hors Vacances;;1591660800
2020-07-01;Hors Vacances;Hors Vacances;Hors Vacances;;1593561600
2020-07-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1594425600
2020-10-06;Hors Vacances;Hors Vacances;Hors Vacances;;1601942400
2020-10-13;Hors Vacances;Hors Vacances;Hors Vacances;;1602547200
2021-01-03;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1609632000
2021-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;1611878400
2021-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;1612051200
2021-02-04;Hors Vacances;Hors Vacances;Hors Vacances;;1612396800
2021-03-03;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1614729600
2021-03-20;Hors Vacances;Hors Vacances;Hors Vacances;;1616198400
2021-03-22;Hors Vacances;Hors Vacances;Hors Vacances;;1616371200
2021-04-12;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1618185600
2021-06-25;Hors Vacances;Hors Vacances;Hors Vacances;;1624579200
2021-08-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1630368000
2021-10-15;Hors Vacances;Hors Vacances;Hors Vacances;;1634256000
2021-10-28;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1635379200
2021-11-11;Hors Vacances;Hors Vacances;Hors Vacances;;1636588800
2021-12-09;Hors Vacances;Hors Vacances;Hors Vacances;;1639008000
2022-01-22;Hors Vacances;Hors Vacances;Hors Vacances;;1642809600
2022-02-05;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1644019200
2022-03-30;Hors Vacances;Hors Vacances;Hors Vacances;;1648598400
2022-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;1648771200
2022-04-06;Hors Vacances;Hors Vacances;Hors Vacances;;1649203200
2022-05-08;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1651968000
2022-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1654819200
2022-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;1655596800
2022-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;1655769600
2022-08-06;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1659744000
2022-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1660348800
2022-08-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1661126400
2022-09-09;Hors Vacances;Hors Vacances;Hors Vacances;;1662681600
2022-10-14;Hors Vacances;Hors Vacances;Hors Vacances;;1665705600
2022-10-23;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1666483200
2022-11-03;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1667433600
2022-11-26;Hors Vacances;Hors Vacances;Hors Vacances;;1669420800
2023-03-13;Hors Vacances;Hors Vacances;Hors Vacances;;1678665600
2023-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;1684281600
2023-08-27;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1693094400
2023-09-01;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1693526400
2023-09-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1693612800
2023-09-21;Hors Vacances;Hors Vacances;Hors Vacances;;1695254400
2023-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;1695427200
2023-10-18;Hors Vacances;Hors Vacances;Hors Vacances;;1697587200
2023-11-18;Hors Vacances;Hors Vacances;Hors Vacances;;1700265600
2023-12-13;Hors Vacances;Hors Vacances;Hors Vacances;;1702425600
2023-12-18;Hors Vacances;Hors Vacances;Hors Vacances;;1702857600
2024-01-01;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1704067200
2024-01-17;Hors Vacances;Hors Vacances;Hors Vacances;;1705449600
2024-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;1706486400
2024-03-14;Hors Vacances;Hors Vacances;Hors Vacances;;1710374400
1990-02-23;Hors Vacances;Hors Vacances;Hors Vacances;;635731200
1990-02-25;Hors Vacances;Hors Vacances;Hors Vacances;;635904000
1990-03-11;Hors Vacances;Hors Vacances;Hors Vacances;;637113600
1990-04-05;Hors Vacances;Hors Vacances;Hors Vacances;;639273600
1990-04-26;Hors Vacances;Hors Vacances;Hors Vacances;;641088000
1990-06-13;Hors Vacances;Hors Vacances;Hors Vacances;;645235200
1990-06-28;Hors Vacances;Hors Vacances;Hors Vacances;;646531200
1990-07-05;Hors Vacances;Hors Vacances;Hors Vacances;;647136000
1990-07-15;Hors Vacances;Hors Vacances;Hors Vacances;;648000000
1990-08-03;Hors Vacances;Hors Vacances;Hors Vacances;;649641600
1990-09-20;Hors Vacances;Hors Vacances;Hors Vacances;;653788800
1990-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;659232000
1990-11-30;Hors Vacances;Hors Vacances;Hors Vacances;;659923200
1990-12-09;Hors Vacances;Hors Vacances;Hors Vacances;;660700800
1990-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;661996800
1991-02-22;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;667180800
1991-05-07;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;673574400
1991-09-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;683769600
1991-09-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;684374400
1991-09-13;Hors Vacances;Hors Vacances;Hors Vacances;;684720000
1991-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;686966400
1991-12-13;Hors Vacances;Hors Vacances;Hors Vacances;;692582400
1992-01-13;Hors Vacances;Hors Vacances;Hors Vacances;;695260800
1992-01-26;Hors Vacances;Hors Vacances;Hors Vacances;;696384000
1992-01-28;Hors Vacances;Hors Vacances;Hors Vacances;;696556800
1992-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;696643200
1992-06-14;Hors Vacances;Hors Vacances;Hors Vacances;;708480000
1992-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;711676800
